--- 2026-08-18_03-00-01 ---
kbae2 52.8038GB
jkim234 3.62938GB
libstor+ 1.14441e-05GB
root 0.498478GB
gdm 0.145454GB
pcp 0.0236816GB
sfang6 0.0116234GB
polkitd 0.0103416GB
iansari2 0.00978088GB
jhwang24 0.00468445GB
dbus 0.00315094GB
chrony 0.00199509GB
avahi 0.00106049GB
colord 0.000679016GB
rtkit 0.000549316GB
daemon 0.000209808GB
dnsmasq 0.000156403GB
rpc 0GB

