--- 2026-05-08_01-00-02 ---
jkim234 54.259GB
sfang6 10.4248GB
root 0.970486GB
gdm 0.309254GB
jhwang24 0.0566902GB
kbae2 0.0366402GB
polkitd 0.0288162GB
pcp 0.0263939GB
colord 0.00774765GB
dbus 0.00571823GB
daemon 0.00409317GB
avahi 0.00404358GB
rpc 0.00343704GB
chrony 0.00328827GB
rtkit 0.00259399GB
dnsmasq 0.00163269GB
libstor+ 0.00127029GB

