--- 2025-10-29_13-00-01 ---
jhwang24 17.7177GB
rpc 9.15527e-05GB
jkim234 5.78353GB
daemon 3.8147e-05GB
libstor+ 3.43323e-05GB
dnsmasq 1.52588e-05GB
root 0.517345GB
gdm 0.116016GB
iansari2 0.0355263GB
kbae2 0.0342598GB
pcp 0.033638GB
polkitd 0.0215759GB
dbus 0.00405121GB
chrony 0.00167465GB
avahi 0.000976562GB
rtkit 0.000293732GB
colord 0GB

