--- 2025-11-13_00-00-04 ---
iansari2 4.03794GB
jkim234 3.46014GB
root 0.79108GB
gdm 0.139538GB
pcp 0.0717621GB
sfang6 0.0406036GB
kbae2 0.0349884GB
polkitd 0.0266151GB
jhwang24 0.0114555GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

