--- 2026-07-18_00-00-01 ---
jhwang24 6.08538GB
sfang6 4.00591GB
libstor+ 1.14441e-05GB
kbae2 1.04406GB
gdm 0.559669GB
root 0.527561GB
jkim234 0.239372GB
pcp 0.109322GB
iansari2 0.0148697GB
polkitd 0.0147552GB
colord 0.00652695GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

