--- 2026-03-13_01-00-02 ---
sfang6 38.0214GB
root 1.02702GB
gdm 0.706615GB
jhwang24 0.0384102GB
polkitd 0.0382805GB
pcp 0.0360069GB
kbae2 0.0352669GB
colord 0.0129738GB
dbus 0.0080986GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

