--- 2025-11-15_11-00-02 ---
iansari2 5.43151GB
jhwang24 5.03905GB
root 0.710682GB
gdm 0.135586GB
pcp 0.0442352GB
kbae2 0.0349312GB
polkitd 0.0246696GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

