--- 2025-11-14_04-00-01 ---
jkim234 7.27497GB
jhwang24 5.96891GB
kbae2 5.57074GB
iansari2 3.6333GB
root 0.754662GB
gdm 0.137852GB
pcp 0.0415077GB
polkitd 0.0250015GB
dbus 0.00386047GB
colord 0.00189209GB
avahi 0.00175476GB
chrony 0.00175095GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

