--- 2026-02-01_04-00-03 ---
sfang6 8.79331GB
root 0.788094GB
gdm 0.322472GB
pcp 0.0378494GB
jhwang24 0.0363808GB
kbae2 0.0346489GB
polkitd 0.0298119GB
colord 0.00843048GB
dbus 0.00709915GB
chrony 0.00486755GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

