--- 2025-11-15_09-00-06 ---
iansari2 5.43109GB
jhwang24 5.03893GB
root 0.719372GB
gdm 0.135586GB
kbae2 0.100792GB
pcp 0.040226GB
polkitd 0.0246162GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00113678GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

