--- 2025-11-15_00-00-01 ---
iansari2 5.42957GB
jhwang24 5.03889GB
root 0.747334GB
gdm 0.135555GB
kbae2 0.108059GB
pcp 0.0729027GB
polkitd 0.0246162GB
dbus 0.00466919GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162125GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

