--- 2026-07-13_07-00-01 ---
kbae2 38.6848GB
libstor+ 9.15527e-05GB
jkim234 0.596371GB
root 0.569065GB
gdm 0.140068GB
pcp 0.030735GB
sfang6 0.029232GB
iansari2 0.0106506GB
polkitd 0.010479GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

