--- 2025-12-02_23-00-02 ---
root 1.09039GB
gdm 0.692108GB
kbae2 0.0967636GB
pcp 0.0738258GB
polkitd 0.0405579GB
skanumu2 0.0344849GB
colord 0.0133247GB
dbus 0.00752258GB
daemon 0.00675583GB
rpc 0.00537109GB
avahi 0.00535583GB
chrony 0.00513458GB
rtkit 0.00351334GB
dnsmasq 0.00269318GB
libstor+ 0.00191116GB

