--- 2026-07-14_11-00-01 ---
kbae2 20.3146GB
libstor+ 9.15527e-05GB
sfang6 1.41199GB
root 0.559586GB
jkim234 0.380711GB
gdm 0.138916GB
pcp 0.0434799GB
polkitd 0.010273GB
iansari2 0.00993729GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

