--- 2026-07-19_10-00-01 ---
kbae2 39.9641GB
dnsmasq 9.53674e-05GB
libstor+ 1.14441e-05GB
root 0.43111GB
gdm 0.21632GB
pcp 0.0397797GB
iansari2 0.0103607GB
polkitd 0.0103416GB
jhwang24 0.0100632GB
sfang6 0.00984955GB
jkim234 0.00440216GB
dbus 0.00403595GB
colord 0.0027771GB
chrony 0.000831604GB
rtkit 0.000621796GB
avahi 0.000480652GB
daemon 0.000305176GB
rpc 0GB

