--- 2025-11-11_20-00-02 ---
sfang6 13.831GB
iansari2 4.64024GB
jkim234 1.68876GB
root 0.500362GB
gdm 0.137699GB
pcp 0.0626678GB
kbae2 0.0347633GB
polkitd 0.0242462GB
jhwang24 0.0115471GB
dbus 0.00385284GB
colord 0.0018959GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

