--- 2025-11-15_22-00-02 ---
iansari2 6.10799GB
jhwang24 5.01126GB
kbae2 1.96933GB
jkim234 0.920635GB
root 0.721954GB
gdm 0.135967GB
pcp 0.0639153GB
polkitd 0.0253944GB
dbus 0.00469971GB
colord 0.00189209GB
avahi 0.00173187GB
chrony 0.00159454GB
daemon 0.00111008GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

