--- 2025-12-04_00-00-03 ---
sfang6 27.0931GB
jkim234 1.33532GB
root 1.03342GB
gdm 0.559746GB
pcp 0.0527763GB
polkitd 0.0385551GB
kbae2 0.0354919GB
skanumu2 0.0298004GB
colord 0.0105247GB
dbus 0.00709534GB
daemon 0.00604248GB
avahi 0.00505066GB
rpc 0.00458145GB
chrony 0.0042305GB
rtkit 0.00315475GB
dnsmasq 0.00257874GB
libstor+ 0.00188446GB

