--- 2026-07-02_10-00-01 ---
sfang6 54.8432GB
libstor+ 9.15527e-05GB
kbae2 2.60545GB
root 0.519466GB
jkim234 0.515129GB
gdm 0.119057GB
pcp 0.0379372GB
jhwang24 0.0244331GB
polkitd 0.0124588GB
iansari2 0.00765228GB
dbus 0.00411224GB
chrony 0.00189972GB
daemon 0.000999451GB
avahi 0.000427246GB
rtkit 0.000385284GB
rpc 0.000347137GB
colord 0.000209808GB
dnsmasq 0.000106812GB

