--- 2026-07-09_16-00-01 ---
kbae2 20.7595GB
sfang6 14.9326GB
libstor+ 9.15527e-05GB
jkim234 1.61788GB
root 0.541805GB
gdm 0.11821GB
pcp 0.0511208GB
polkitd 0.0102234GB
iansari2 0.00976181GB
dbus 0.00359726GB
chrony 0.00148392GB
avahi 0.00135803GB
daemon 0.000839233GB
rpc 0.000335693GB
rtkit 0.000198364GB
colord 0.000198364GB
dnsmasq 0.000106812GB

