--- 2026-03-19_18-00-02 ---
sfang6 18.7166GB
jkim234 1.85513GB
root 0.818378GB
gdm 0.537479GB
pcp 0.066349GB
kbae2 0.035099GB
polkitd 0.029789GB
colord 0.0120621GB
dbus 0.00753403GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

