--- 2025-11-16_21-00-01 ---
iansari2 6.61301GB
kbae2 2.375GB
sfang6 0.826897GB
root 0.707497GB
gdm 0.134037GB
pcp 0.0530472GB
polkitd 0.0251579GB
dbus 0.00448227GB
colord 0.00189209GB
avahi 0.00169754GB
chrony 0.00143433GB
daemon 0.00111771GB
rtkit 0.00102234GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
libstor+ 0.000144958GB

