--- 2025-10-23_21-00-06 ---
jhwang24 3.19597GB
root 0.698238GB
gdm 0.166862GB
pcp 0.0608177GB
kbae2 0.0348892GB
polkitd 0.0303802GB
dbus 0.0046196GB
avahi 0.00323105GB
chrony 0.00218582GB
daemon 0.0020752GB
rtkit 0.00188065GB
rpc 0.00174713GB
dnsmasq 0.00151062GB
libstor+ 0.0014801GB
colord 0.00107574GB

