--- 2025-10-25_12-00-02 ---
libstor+ 4.95911e-05GB
sfang6 4.81931GB
dnsmasq 1.52588e-05GB
root 0.308506GB
gdm 0.0999107GB
kbae2 0.0345802GB
pcp 0.0240669GB
polkitd 0.0161781GB
jhwang24 0.00574875GB
gsgatlin 0.00419235GB
dbus 0.00287628GB
avahi 0.000408173GB
daemon 0.00037384GB
chrony 0.000228882GB
rtkit 0.000137329GB
rpc 0.000102997GB
colord 0GB

