--- 2026-07-08_14-00-02 ---
kbae2 27.2212GB
libstor+ 9.15527e-05GB
jkim234 3.84189GB
root 0.55151GB
gdm 0.125107GB
pcp 0.0488205GB
sfang6 0.0152321GB
iansari2 0.0150719GB
polkitd 0.00563431GB
dbus 0.00360107GB
chrony 0.0015831GB
avahi 0.00130081GB
daemon 0.000843048GB
rpc 0.000339508GB
rtkit 0.000202179GB
colord 0.000202179GB
dnsmasq 0.000106812GB

