--- 2026-04-02_02-00-03 ---
sfang6 20.1997GB
root 0.822338GB
gdm 0.429798GB
pcp 0.0367813GB
kbae2 0.035675GB
polkitd 0.0354805GB
colord 0.011219GB
dbus 0.00733566GB
daemon 0.00616455GB
avahi 0.00539017GB
rpc 0.00516129GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00178146GB

