--- 2026-09-24_17-00-01 ---
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 0.811062GB
root 0.540192GB
gdm 0.115601GB
pcp 0.0420074GB
jhwang24 0.0357285GB
tgu4 0.0151596GB
polkitd 0.0134697GB
iansari2 0.00906372GB
sfang6 0.00600433GB
dbus 0.00317764GB
avahi 0.00114822GB
chrony 0.00100327GB
rtkit 0.000370026GB
daemon 0.000259399GB
rpc 0GB

