--- 2026-07-20_19-00-02 ---
kbae2 28.6772GB
sfang6 9.68339GB
jhwang24 6.81617GB
libstor+ 1.14441e-05GB
root 0.464809GB
gdm 0.19968GB
pcp 0.103745GB
polkitd 0.0102844GB
iansari2 0.00572586GB
dbus 0.00393295GB
colord 0.00260544GB
avahi 0.00133514GB
chrony 0.00125122GB
rtkit 0.000350952GB
daemon 0.000267029GB
rpc 0GB
dnsmasq 0GB

