--- 2026-02-10_18-00-01 ---
sfang6 52.7285GB
root 0.714794GB
gdm 0.245316GB
kbae2 0.0851669GB
pcp 0.059536GB
polkitd 0.0241585GB
dbus 0.00612259GB
colord 0.00444794GB
chrony 0.00425339GB
avahi 0.00420761GB
daemon 0.00418854GB
rpc 0.00374222GB
rtkit 0.00317764GB
dnsmasq 0.00196075GB
libstor+ 0.00171661GB

