--- 2026-03-09_19-00-02 ---
root 0.974751GB
gdm 0.706375GB
jkim234 0.548225GB
pcp 0.0686913GB
polkitd 0.0407448GB
kbae2 0.0351448GB
colord 0.0129738GB
dbus 0.00797653GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

