--- 2026-07-25_19-00-01 ---
kbae2 31.9409GB
sfang6 9.69892GB
rtkit 9.53674e-05GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.417122GB
gdm 0.116394GB
pcp 0.0540962GB
jhwang24 0.022583GB
iansari2 0.00942612GB
polkitd 0.00711441GB
dbus 0.00306702GB
colord 0.000759125GB
chrony 0.000610352GB
avahi 0.000549316GB
daemon 0.000209808GB
rpc 0GB

