--- 2025-10-25_00-00-03 ---
libstor+ 4.95911e-05GB
jkim234 2.87056GB
dnsmasq 1.52588e-05GB
root 0.523071GB
gdm 0.121899GB
pcp 0.04813GB
kbae2 0.0341911GB
polkitd 0.0175743GB
jhwang24 0.00722122GB
gsgatlin 0.00654221GB
dbus 0.00357056GB
avahi 0.00127411GB
chrony 0.00082016GB
daemon 0.00019455GB
rtkit 0.000144958GB
rpc 0.000125885GB
colord 0GB

