--- 2026-08-10_17-00-02 ---
kbae2 50.1684GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
jkim234 0.526062GB
root 0.520882GB
gdm 0.107388GB
pcp 0.050972GB
sfang6 0.0134163GB
iansari2 0.0102196GB
polkitd 0.0101547GB
jhwang24 0.00614548GB
dbus 0.00308609GB
avahi 0.00106049GB
colord 0.000682831GB
rtkit 0.000556946GB
chrony 0.000305176GB
daemon 0.000209808GB
rpc 0GB

