--- 2026-08-18_01-00-01 ---
kbae2 52.8788GB
jkim234 3.6086GB
libstor+ 1.14441e-05GB
root 0.497089GB
gdm 0.144375GB
pcp 0.018074GB
sfang6 0.0116768GB
polkitd 0.0103531GB
iansari2 0.0097847GB
jhwang24 0.00470352GB
dbus 0.00315094GB
chrony 0.00199509GB
avahi 0.00106049GB
colord 0.000679016GB
rtkit 0.000549316GB
daemon 0.000209808GB
dnsmasq 0.000156403GB
rpc 0GB

