--- 2026-07-11_03-00-02 ---
kbae2 36.8582GB
libstor+ 9.15527e-05GB
jkim234 1.00009GB
root 0.553642GB
gdm 0.140152GB
sfang6 0.0275574GB
pcp 0.022953GB
polkitd 0.0104942GB
iansari2 0.00949097GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

