--- 2026-07-21_08-00-01 ---
kbae2 24.1318GB
sfang6 12.0048GB
jhwang24 6.91399GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.42168GB
gdm 0.143826GB
pcp 0.0534363GB
iansari2 0.0110664GB
polkitd 0.0067482GB
dbus 0.0033493GB
colord 0.00143433GB
chrony 0.000938416GB
avahi 0.000835419GB
daemon 0.000312805GB
rpc 0GB
dnsmasq 0GB

