--- 2026-03-12_02-00-02 ---
root 1.00758GB
gdm 0.706608GB
polkitd 0.0435791GB
jhwang24 0.039032GB
pcp 0.0376854GB
kbae2 0.0350761GB
colord 0.0129738GB
dbus 0.0080986GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

