--- 2026-05-07_14-00-01 ---
jhwang24 70.2475GB
sfang6 12.3393GB
root 1.04969GB
gdm 0.361111GB
pcp 0.081295GB
kbae2 0.0363922GB
polkitd 0.0333633GB
colord 0.00951004GB
dbus 0.00611877GB
daemon 0.00461578GB
avahi 0.0043869GB
chrony 0.00395584GB
rpc 0.00376892GB
rtkit 0.00286865GB
dnsmasq 0.00193024GB
libstor+ 0.00150681GB

