--- 2026-07-21_17-00-02 ---
sfang6 13.7457GB
kbae2 10.0949GB
jhwang24 6.77491GB
rtkit 1.52588e-05GB
libstor+ 1.14441e-05GB
root 0.415073GB
gdm 0.140034GB
pcp 0.0966148GB
iansari2 0.00640488GB
polkitd 0.00582123GB
dbus 0.00307465GB
colord 0.00108337GB
avahi 0.000675201GB
chrony 0.000621796GB
daemon 0.000217438GB
rpc 0GB
dnsmasq 0GB

