--- 2026-07-26_02-00-02 ---
kbae2 38.5589GB
rtkit 9.53674e-05GB
sfang6 8.58491GB
dnsmasq 4.95911e-05GB
libstor+ 1.14441e-05GB
root 0.337757GB
gdm 0.116726GB
pcp 0.106895GB
jhwang24 0.0253754GB
iansari2 0.00962067GB
polkitd 0.00709152GB
dbus 0.00306702GB
colord 0.000759125GB
chrony 0.000610352GB
avahi 0.000549316GB
daemon 0.000209808GB
rpc 0GB

