--- 2026-01-23_01-00-08 ---
jkim234 6.1978GB
root 1.14227GB
gdm 0.608856GB
polkitd 0.0394287GB
pcp 0.0357285GB
kbae2 0.0353584GB
colord 0.01437GB
dbus 0.00754547GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.0033989GB
dnsmasq 0.00268555GB
libstor+ 0.00175858GB

