--- 2025-11-13_14-00-01 ---
jkim234 7.3368GB
iansari2 4.11306GB
root 0.570541GB
gdm 0.13953GB
pcp 0.0527153GB
kbae2 0.0347595GB
polkitd 0.0280571GB
jhwang24 0.0114517GB
dbus 0.00386047GB
colord 0.00189209GB
chrony 0.00175095GB
avahi 0.00144958GB
daemon 0.00111771GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

