--- 2025-11-14_15-00-02 ---
jkim234 6.7682GB
jhwang24 5.13409GB
iansari2 2.86596GB
root 0.73978GB
gdm 0.135399GB
kbae2 0.102627GB
pcp 0.0550232GB
polkitd 0.0246239GB
dbus 0.00410843GB
colord 0.00189209GB
avahi 0.00174332GB
chrony 0.00162506GB
daemon 0.00109863GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
rtkit 0.000301361GB
libstor+ 0.000144958GB

