--- 2026-07-17_18-00-01 ---
sfang6 26.182GB
jhwang24 6.13973GB
libstor+ 1.14441e-05GB
kbae2 0.864536GB
gdm 0.688606GB
root 0.454121GB
jkim234 0.185398GB
pcp 0.0546875GB
polkitd 0.0140495GB
colord 0.00716019GB
iansari2 0.00429535GB
dbus 0.0042038GB
avahi 0.00170898GB
chrony 0.00113297GB
daemon 0.000335693GB
rtkit 0.000328064GB
rpc 0GB
dnsmasq 0GB

