--- 2025-12-03_13-00-03 ---
root 1.08145GB
jkim234 0.864044GB
gdm 0.692108GB
pcp 0.0563393GB
polkitd 0.0413055GB
kbae2 0.0356255GB
skanumu2 0.0344849GB
colord 0.0133247GB
dbus 0.00752258GB
daemon 0.00675583GB
rpc 0.00537109GB
avahi 0.00535583GB
chrony 0.00513458GB
rtkit 0.00351334GB
dnsmasq 0.00269318GB
libstor+ 0.00191116GB

