--- 2026-04-23_13-00-02 ---
jkim234 4.21388GB
root 1.03861GB
gdm 0.43206GB
pcp 0.0568466GB
kbae2 0.036068GB
polkitd 0.035984GB
colord 0.0111847GB
dbus 0.00740814GB
daemon 0.00615692GB
avahi 0.00539017GB
rpc 0.00515747GB
chrony 0.00481796GB
rtkit 0.0035553GB
dnsmasq 0.002388GB
libstor+ 0.00177765GB

