--- 2025-12-24_00-00-02 ---
root 0.947598GB
gdm 0.68837GB
kbae2 0.0942993GB
pcp 0.0735283GB
polkitd 0.028244GB
colord 0.0133629GB
unbound 0.00828934GB
dbus 0.00719833GB
daemon 0.00681686GB
rpc 0.0053215GB
avahi 0.00524521GB
chrony 0.00440979GB
rtkit 0.00350571GB
dnsmasq 0.00214005GB
libstor+ 0.00185394GB

