--- 2026-03-19_20-00-01 ---
sfang6 18.6778GB
jkim234 1.86817GB
root 0.808823GB
gdm 0.537624GB
pcp 0.0696754GB
kbae2 0.035202GB
polkitd 0.0300217GB
colord 0.0120621GB
dbus 0.00753403GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00254822GB
libstor+ 0.00179672GB

