--- 2026-09-10_10-00-01 ---
libstor+ 7.62939e-06GB
jkim234 6.30497GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 2.72953GB
root 0.715038GB
jhwang24 0.609913GB
gdm 0.138542GB
pcp 0.0454254GB
polkitd 0.0308189GB
iansari2 0.0210075GB
tgu4 0.0141602GB
sfang6 0.0101357GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

