--- 2025-10-24_17-00-02 ---
sfang6 79.5055GB
libstor+ 4.95911e-05GB
dnsmasq 1.52588e-05GB
root 0.306343GB
gdm 0.121052GB
kbae2 0.0346451GB
pcp 0.033886GB
polkitd 0.0165863GB
jhwang24 0.0068512GB
gsgatlin 0.00654221GB
dbus 0.00320053GB
avahi 0.00127411GB
chrony 0.00082016GB
daemon 0.00019455GB
rtkit 0.000144958GB
rpc 0.000125885GB
colord 0GB

