--- 2026-03-18_22-00-01 ---
sfang6 16.7824GB
root 0.791889GB
gdm 0.551262GB
pcp 0.0506287GB
kbae2 0.0349731GB
polkitd 0.0271835GB
colord 0.012104GB
dbus 0.00736618GB
daemon 0.00651932GB
rpc 0.00524139GB
avahi 0.00520706GB
chrony 0.00432968GB
rtkit 0.00354385GB
dnsmasq 0.00256729GB
libstor+ 0.00179672GB

