--- 2026-03-09_17-00-05 ---
root 0.974529GB
gdm 0.706375GB
jkim234 0.549099GB
pcp 0.0654259GB
polkitd 0.040657GB
kbae2 0.0348129GB
colord 0.0129738GB
dbus 0.00797653GB
daemon 0.00696182GB
avahi 0.0057106GB
rpc 0.00531769GB
chrony 0.00439072GB
rtkit 0.003479GB
dnsmasq 0.00270081GB
libstor+ 0.0017662GB

