--- 2025-10-24_14-00-02 ---
sfang6 13.1073GB
libstor+ 6.10352e-05GB
root 0.618202GB
gdm 0.12373GB
pcp 0.0397682GB
kbae2 0.0345573GB
polkitd 0.0291672GB
gsgatlin 0.0145683GB
jhwang24 0.0122528GB
dbus 0.0018158GB
avahi 0.00156021GB
daemon 0.000770569GB
rtkit 0.000667572GB
chrony 0.000617981GB
dnsmasq 0.000331879GB
rpc 0.000209808GB
colord 0GB

