--- 2026-07-28_13-00-01 ---
kbae2 18.2367GB
rtkit 9.53674e-05GB
dnsmasq 4.95911e-05GB
sfang6 4.76971GB
libstor+ 1.14441e-05GB
root 0.457306GB
jkim234 0.326523GB
gdm 0.116936GB
pcp 0.0466576GB
jhwang24 0.0243111GB
iansari2 0.0108147GB
polkitd 0.0100441GB
dbus 0.00309372GB
colord 0.000751495GB
avahi 0.000549316GB
chrony 0.000526428GB
daemon 0.000209808GB
rpc 0GB

