--- 2026-01-30_16-00-02 ---
sfang6 5.21848GB
jkim234 1.93689GB
root 0.744442GB
gdm 0.323494GB
pcp 0.0594406GB
jhwang24 0.0379333GB
kbae2 0.0346298GB
polkitd 0.0284653GB
colord 0.00843048GB
dbus 0.00709915GB
daemon 0.00479507GB
avahi 0.00469971GB
rpc 0.00431061GB
chrony 0.00415039GB
rtkit 0.0032959GB
dnsmasq 0.00218582GB
libstor+ 0.00175858GB

