--- 2026-07-17_10-00-01 ---
kbae2 43.4448GB
libstor+ 8.39233e-05GB
jhwang24 5.88123GB
sfang6 1.50731GB
root 0.365929GB
jkim234 0.202061GB
gdm 0.110485GB
pcp 0.109573GB
polkitd 0.00536728GB
iansari2 0.00511551GB
dbus 0.00282288GB
chrony 0.0014801GB
avahi 0.00112915GB
daemon 0.000709534GB
rtkit 0.000480652GB
dnsmasq 0.000289917GB
rpc 0.000270844GB
colord 0.000160217GB

