--- 2026-09-04_11-00-02 ---
libstor+ 7.62939e-06GB
jkim234 5.50416GB
dnsmasq 4.57764e-05GB
kbae2 4.57544GB
colord 3.8147e-06GB
root 0.647968GB
jhwang24 0.630756GB
gdm 0.139584GB
pcp 0.0457954GB
polkitd 0.0308647GB
iansari2 0.0232506GB
tgu4 0.0148811GB
sfang6 0.0110664GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

