--- 2026-07-14_00-00-01 ---
sfang6 27.1272GB
kbae2 24.9898GB
libstor+ 9.15527e-05GB
root 0.655888GB
jkim234 0.394684GB
gdm 0.138508GB
pcp 0.0642509GB
polkitd 0.0103912GB
iansari2 0.0100555GB
dbus 0.00352097GB
avahi 0.00134659GB
chrony 0.0012207GB
daemon 0.000827789GB
rpc 0.000328064GB
rtkit 0.000198364GB
colord 0.00019455GB
dnsmasq 0.000106812GB

