--- 2026-09-09_23-00-02 ---
jkim234 9.21346GB
libstor+ 7.62939e-06GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 2.91935GB
root 0.72113GB
jhwang24 0.625687GB
gdm 0.139629GB
pcp 0.0740471GB
polkitd 0.030838GB
iansari2 0.0214348GB
tgu4 0.0143547GB
sfang6 0.0111122GB
dbus 0.00430679GB
chrony 0.00255966GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

