--- 2025-11-18_01-00-01 ---
root 0.744968GB
gdm 0.134232GB
kbae2 0.125843GB
iansari2 0.0377579GB
gsgatlin 0.036953GB
polkitd 0.0257912GB
pcp 0.0229912GB
dbus 0.00486374GB
colord 0.00189209GB
avahi 0.00169754GB
chrony 0.00143433GB
daemon 0.00111771GB
rtkit 0.00102234GB
rpc 0.000545502GB
dnsmasq 0.000350952GB
libstor+ 0.000144958GB

