--- 2026-09-08_11-00-01 ---
libstor+ 7.62939e-06GB
jkim234 5.60226GB
dnsmasq 4.57764e-05GB
colord 3.8147e-06GB
kbae2 2.82492GB
root 0.704868GB
jhwang24 0.627693GB
gdm 0.139915GB
pcp 0.0438614GB
polkitd 0.0309067GB
iansari2 0.0220222GB
tgu4 0.0148888GB
sfang6 0.0109444GB
dbus 0.00430679GB
chrony 0.0025177GB
avahi 0.00182724GB
daemon 0.000431061GB
rtkit 0.000225067GB
rpc 0GB

