--- 2026-01-18_03-00-03 ---
jkim234 3.103GB
root 1.09602GB
gdm 0.690517GB
polkitd 0.0420532GB
pcp 0.0405426GB
kbae2 0.0354042GB
colord 0.014801GB
dbus 0.00749969GB
daemon 0.0067749GB
avahi 0.00569534GB
rpc 0.00540543GB
chrony 0.00444031GB
rtkit 0.00330353GB
dnsmasq 0.00271225GB
libstor+ 0.00175858GB

