--- 2026-07-09_08-00-02 ---
libstor+ 9.15527e-05GB
kbae2 3.04529GB
jkim234 2.01868GB
sfang6 1.52435GB
root 0.583187GB
gdm 0.121941GB
pcp 0.0362701GB
iansari2 0.010273GB
polkitd 0.0102615GB
dbus 0.00359726GB
chrony 0.00152969GB
avahi 0.00136185GB
daemon 0.000839233GB
rpc 0.000335693GB
rtkit 0.000202179GB
colord 0.000198364GB
dnsmasq 0.000106812GB

