--- 2026-05-07_02-00-03 ---
jhwang24 42.884GB
sfang6 15.0436GB
root 1.19645GB
gdm 0.426083GB
pcp 0.0398521GB
polkitd 0.036972GB
kbae2 0.036911GB
colord 0.0111122GB
dbus 0.00727463GB
daemon 0.00615692GB
avahi 0.00538635GB
rpc 0.00515366GB
chrony 0.00481033GB
rtkit 0.0035553GB
dnsmasq 0.00238419GB
libstor+ 0.00177765GB

